Tweet,HS
@USER pagi buta',0
"aku : ""dek aku makin lama makin sipit gak sih?"" adek : ""bukannya teteh udh sipit"" aku: ""nih aku kasih liat foto aku yg sipit banget.."" adek: ""gak usah, udaah tau teteh emg sipit""'",0
"riza wahyu pratama-""aneh bin ajaib, gaji gubernur bi lebih tinggi presiden, besarannya"",",0
 @USER rakyat demo bubarkan dpr si jago korupsi,1
"btw, teman-teman katolik, katanya kelas pra-nikah gitu? sama gak?'",0
"dulu waktu gue sd murid islamnya kurang 10 orang. tetap disediakan guru agama musholla.   cisauk ini, murid kristen banyak nggak guru agama kristen. pelajaran agama tetap dalam kelas. nilai diambil sekolah minggu",0
@USER sini by kempotin pake memek',0
mampus lo jawabannya salah semua.',1
menjadi nakal sekalipun bajingan sebuah proses perjalanan menuju kedewasaan penuh idealisme',0
"jual beli ada ijab qabul biasa buat tu disebut jual beli al-mu'athoh. disisi mazhab syafie tak sah sebenarnya. ada beberapa ulama mazhab syafie sepei al-nawawi, al-baghawi etc kata sah. pandangan inilah dipakai sekara",0
@USER mungkin mayoritas rakyat filipina beragama katolik.. \xf0\x9f\x98\x8e',0
"asumsi mereka, krna merka satu2nya parpol kanan kristen semua umat kristiani indonesia bersatu memilih pds. nyatanya pd pemilu 2004, pemilu peama yg mrka ikuti, mrka memperoleh 2,14%, 2,4 jt suara dr 15jt pemilih kristen. /6'",0
@USER bagaimana gambar no 3? kayaknya yg sering dibahas kelas rezim keuangan?',0
"next fatwa (""haram mendukung memilih si ""a"").. ntah yg buat kubu b jual keyakinan, yg buat kubu a biar kubu b keliatan dongo'",0
"sekali setahun selama ratusan tahun masyarakat adat baduy menyerahkan hasil panen (seba seserahan) ""bapa gede"", bupati lebak gubernur banten. sebabaduy2018; dw",0
chelsea sampah sarap',1
cukup film dono,0
@USER @USER cebong kek loe tetap dongo abadi nasiiib....nasib...\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85',1
wargapribumiasli ternyata tenaga ilegal tka sdh merambah keseluruh pelosok nusantara. termasuk ntb  waspadalah!!!!!!!!!!! waspadalah!!!!!!!!!!!  gergaji  2019gantipresiden url,1
janji jokowi menang: mal pkl &amp; 150 pasar tradisional url,0
teroris budha merendahkan al-quran!,1
"beemu lembaga budaya muhammadiyah, ketua dpr sebut ... - waa kota",0
@USER juga penyokong pelndung ahli ltte ( liberation tamil tiger elam) teroris hindu sri langka yg berlindung du msia',0
kekuatan islam robohkan rezim pendukung anti-islam.,1
@USER kom11 rapat dimulai ahmadi nur @USER dapil1 mengenai pagu anggaran dpr 2016',0
"@USER \xc2\xa6\xc2\xa6 orang asing.  oke dua kata :')""",0
"lengserkan jokowi dodo yg lebih tepat, aman tentram negri ini.",1
wah keren bang ulasanya.. mantap.. lanjjutkan perjuanganmu membela rakyat lemah nan kecil.. lengserkan jokowi,1
si kutil babi melecehkan pribumi umat islam iklanahokjahat,1
tadi video call dgn sofiya and guest what kiteorg pki baju and seluar yg sama without discussing. twinsgoal',0
@USER @USER pernah denger pepatah proses lebih penting drpada hasil gak?  gue sih bakal kasih appreciate bgt tim 2 karna wow perjuangan buat perform gaada cacat keren bgt',0
@USER @USER @USER @USER hahah... pepatah mengatakan jangan ladeni orang dungu berdebat. gw aminin aja deh.',0
"maaf pak @USER @USER ; poto dihalte @USER depan taman anggrek.; donk nama s.parman di pisahkan dgn nama podomoro city.; ; nama seorangâ pahlawan revolusi.; tak elok teulis "" s.parman podomoro city """,0
@USER u mau w eue?',0
"jogja menjadi sejarah penting saksi bisu, proses lebih memaksimalkan apa yg saya miliki, otak yg lbh berfikir keras biasanya, tangan yg multi tasking, tubuh yg selalu fit, kaki yg tegap berdiri kuat setiap kon",0
@USER @USER budha teroris,1
ajarin pake ht..liat pk ht..gunain nalar sblm mati..,1
kalo punya otak pake dong mbak! tolol.',1
"@USER @USER cebong otak buntu, jutaan rakyat indonesia aja lu bingung nyari pengganti jokowi..'",1
lepastu expect lepas tangan semua kerja yg lecturer apelancau sial cina ni',1
@USER lindes aja sampe mencret',0
"jatuh teimpa tangga, dialami ramli anwar, pegawai pajak yang kena ott peras korban rp 50 juta. ramli kini dipecat.; via @USER ; ;",0
"@USER @USER @USER @USER @USER ahok ga mau bebas bersyarat, krn hdp mako lbh nyaman. knp nyaman ? rejim kacung !!! sifat china pengkhianat.'",1
"buzzer parpol sibuk naiking rating parpolnya.   liberal, syiah &amp; komunis sibuk jualan sekte agamanya.   cebi sibuk jualan junjungannya 2 periode.   bani jamban sibuk muja2 napi transparan.   sebagian besar lalai ""waktu""'",1
bener banget indahan alam budaya segala yg terkaitnya jokowisayangipapua,0
 @USER ahok korbannya...gubernur baru tersenyum penuh kemenangan berbau busuk anyir bersimbah nanah luka sara cenderung cuci tangan...,1
mahakarya gebyar pesona budaya garut (gpbg 2018),0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER jil, jin, slamet nusantara memang agenda tokoh nu struktural, sdh",0
@USER @USER betul bro.. psi isinya sontoloyo semua bro.. jelas salah malah dilindungi diushakan menjadi benar..',1
"@USER baca aja mas, baca sebelah istri kali aja abis baca langsung eue.  he he.'",0
@USER @USER @USER bct kampang',1
@USER @USER @USER @USER @USER @USER @USER @USER = akun anak pki,1
beemu dg tokoh agama non muslim pak de....supaya seimbang....,0
u-kwon beragama kristen',0
" @USER: suciwati munir: ""saya enggak percaya sama jokowi bisanya ngomong doang."" url url",1
@USER @USER @USER yg rakyat sangat perlukan mundur jokowi,1
"@USER aktris dehh :\'( tar kamu jd transgender kalo aktor :""('",0
@USER iya lah bencong idiot spt lo kan emang bloon ....baru pake foto aja udah ngaku2 asli',1
"yah silahkan klo mau ganti pakde, tpi dgn cara yg spoif n elegan, soal gerakan subuhan sngat kental unsur politisnya, yg aku tekankan, bkn melebar kmn2",0
"rasanya pengen pergi tempat antah berantah, ngilang gitu membaur orang asing, mengasingkan diri kalo perlu'",0
@USER @USER inget pipis onta liat wajahnya',1
 @USER: @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER\xe2\x80\xa6',0
"@USER @USER even mukanya bersih mulus cacat ttp mesti rawat darling. lo kan ga bakal forever 16th, makin nambah umur kulit nambah tua sekarang makin banyak polusi.'",0
"@USER @USER @USER @USER nah iya, tiap hari nyemilnya tai onta sih'",1
kalo aku lesbi ni mmg mampos ah babi sial kau ni url,0
"prabowo:"" akn berantas penindas muslim! kelihatan bgt gak adil. kl pemimpin yg baik tuh blg ""kita akn berantas semua penindas agama""",1
"@USER gua kayanya iya deh, buka kacamata temen gua blg ""sipit banget woi beda, pake aja kacamatanya lagi"" \xf0\x9f\x98\x82\xf0\x9f\x91\x8c'",0
kpk periksa gubernur sumut cawagub ijeck shah,0
cina asu url,1
" @USER: kalau sdh begini, apa pak @USER , bakal memberikan rehabilitasi?  @USER tdk bersalah, apa yg katakan benar!  al-\xe2\x80\xa6'",0
"@USER @USER @USER @USER @USER seorang mujahid tak pernah berkata kasar, menghina ulama. haram hukumnya pilih wakil rakyat paai penghina islam, ulama, muslim. dus, paai islam penghianat muslim indonesia 2019ga",1
@USER @USER rezim soehao melepas freepo mendapatkan kekuasaan. jokowi menganulir pp dikeluarkan sby 'salah menghitung' biaya dikeluarkan tak sesuai divestasi saham 30 %.  @USER bisa 'merampa,0
@USER inus modus antek kaum liberal...syiah yahudi menghancurkan islam umumnya ahlussunah sunnah khususnya.',0
"pilkada dki 2017 yg didengungkan soal agama dipilpres sekarang yg didengungkan ganti presiden,sampai2 tajil dilabelin ganti presiden, dasar munafik'",1
"ana wong gek membagi-bagikan kata-kata motivasi kok malah dikon antraksi, gendeng! hina! kafir! cebong! mbelek lancung seko mentok sing gek angkrem! aaghr!   jolodong!'",1
@USER sakit perut dibeliin gorengan:((( maken mencret aku mas',0
"sinting, sp keluar tgl 28 maret, rencana kirim 28 maret \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 modyar'",0
"2019gantipresiden pilkada dki 2017 sudah singkirkan ahok, insya alloh 2019gantipresiden",1
sekalian presidennya impor. .; kebangetan ; wajib 2019gantipresiden,1
"@USER rakyat 3lauk10ribu pake telor separo? \xf0\x9f\x98\x82 kalau mampu 20rb, ngasih 10rb \xf0\x9f\x98\x82  bajingan kau gendut tai, hidup gak berkah.  2019gantipresiden'",1
"[75:24] wajah-wajah (orang kafir) hari muram,'",0
@USER org sipit mu ngrusak moral ank kcil kaga tanggung2 bikin video semua persi .',0
"disebut kampungan nagita slavina, begini reaksi ayu ting ting url",0
"mungkin kamu yg smakin bodoh? pancasila, uud'45, tap mpr no.25 final pki terlarang! kecebong gak usah rayu-rayu presiden utk buat perpu",1
"@USER wkwkwkw akhirnya antek amerika pasang badan juga, krn 51% saham freepo dikuasai indonesia !'",0
@USER @USER @USER \xf0\x9f\x91\x86\xf0\x9f\x91\x8dyg disebut hailah yahudi?',0
apa @USER @USER tau kalo hari kita ttd menguasai 51% saham pfi.masih mau teriak pro asing lagi?? kamu jadi ketua mpr melakukan apa utk paksa pfi kasih 51% saham indonesia???',0
"itu heboh berita database bocor tersimpan luar negeri. sea awal mula invansi tka china, buatkannya barak-barak di papua\xf0\x9f\x98\x83 url",0
"@USER stereotipenya jadi kayak orang muslim benci anjing \xe2\x98\xb9\xef\xb8\x8f bos katolik pernah 2x ngajak ketemu klien yang kebetulan pastor, selalu diperkenalkan ""mas don pecinta anjing lho mo! (romo)"" itu ha",0
pks sepakat setujui pilkada dikembalikan dprd,0
@USER prof. bagaimana menyikapi orang2 kristen yg mendatangi rumah2 muslim utk menyebarkan agama kristen (sekte johovah) ?,0
@USER tae sih ni orang :))',1
@USER @USER @USER asu mrk itu',1
"sis kalau tak suka sis cakap je depan muka, sis puas hati &amp; tahu perangai bodo so hidup bahagia takda masalah muka berseri seri duit makin banyak pokok subur pencemaran makin kurang kesan rumah hijau pun boleh kurang'",0
url &lt;-download ngentot toilet sekolah bispak porn bokep',0
"denise leith, rezim soehao menginginkan saham sebesar 8,9 persen. namun, freepo tak langsung memenuhi permintaan soehao. freepo51'",0
@USER @USER bilang bajingan dikasih surat cinta kpi si?',0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER dasar kaum onta bacot ajj digedein istighfar ngapa?!',1
"@USER @USER @USER hahaha berbeda dibandara tempat byk penumpang berbagai negara. lah dijalan kabupaten rambu tulisan cina, terlihat bgt minta dijajah cina'",0
"@USER bukannya, israel mengundang yahudi seluruh dunia utk tinggal israel, banyak warga israel keturunan2 yg org tua ny negara2 arab .'",0
geblek ngapa ngetag elu wkwkwk',1
"muslim moderat tak jadi sasaran tembak, buang islam @USER mui: kalau baru terduga ditembak, tak setuju",1
"@USER @USER @USER yg mulai duluan siapa ya? gue bales lo sakit jiwa?? ettt dah jd laki kok banci, url",1
"heran sama cowo normal suka ngelonte apa enaknya si? cuma buang pejuh doang kan? enakan lontenya genjot bayar idih goblok amat, sesekali main sma gay maniax hyper, jamin puas lahir batin lebih puas lonte lonte parasit, omonga",0
bhabinkamtibmas desa cantuk bersama kades memberikan binluh utk cipkon jelang pilkada serentak..klik disini.ð???; ;,0
"@USER udeeeh kebiasaan tidur mobile data &amp; wifi off, all apps removed. baru tadi malam kacrut.  lol wne nunggu x plus aje \xf0\x9f\xa4\xaa\xf0\x9f\x98\x8d'",0
"@USER jing ccd org2 kek gitu disuruh pegang gangang badminton aja paling dijadiin maenan gitar, belagak bgt elah'",1
@USER @USER @USER @USER @USER kita jablay berkelas',0
@USER gosah kangen ama gua klo gitu edan',1
semoga ketemu presiden istanakepresidenan bogor,0
babi... iya memang si ahok gak jauh kayak babi..,1
@USER awal filmnya tayang udah gak spoiler!!!!!  bacot anjeng',1
wakil gubernur babel abdul fatah bersyukur pesea event sungailiat triathlon tahun tahun beambah. menilai event,0
lengserkan jokowi sudah mempermain kan hukum,1
"@USER iya kan minta klarifikasi, kalo di deny, hantam aja dsr terkutuk'",1
 @USER: wahai kamu menolak reklomasi tuntut @USER batalkan reklamasi via @USER. url,1
"@USER @USER hmm ntab yummy, pasutri kurang2in ngentod nya, inget puasa, kalo kjadian jgn mls2an keramas'",0
@USER bajingan! jd pengen nasi padang kan',0
kalau legislatif gagal. kok diambil calon wakilnya. bego siapa? kira-kira???',0
@USER sesama bani bahlul mrmang ngumpulnya sama\xf0\x9f\x98\x82 pekok',1
@USER pura2 buta\xf0\x9f\x98\x82',0
"@USER sangat sangat2 tdk ad yg membenci islam.....cm kadang perasaan yg berlebihan padahal presiden sangat taat agamax tp dikonotasikan bahkan dianggap antek aseng,komunis dll....sungguh ga nge hal2 spt ini.'",0
"saudaraku,; ; masih kecintaan agama negara ini,; umat islam bangkitlah bergerak !!!; ; 2019gantipresiden; satukan gerak; 2019presidenbaru",1
"lama kemudian aku beemu dia, lelaki pujaan ku . mengapa malah memanggilku gendut. itu aku mantabkan hati aku berdiet. begitulah roda terus berputar. jfcolourday url",0
sektor perikanan budidaya memiliki potensi tinggi mendongkrak peumbuhan ekonomi; @USER,0
timnas cacat mental. dy @USER apa prestasi yg km torehkan buat indonesia selama menjadi ketua @USER ? mundur o. wong edan jabatan',1
@USER yooo om wajae see gak asing ... yaola merusak nama baik kost mifthakul jannah wkwkkw',0
"admin gerindong pamer ""kepintaran""..",0
jalani hidup munafik perlu terlihat profesional.  kamu sedang cobaan kamu berpura-pura tak masalah apapun.',0
@USER yakin 2019gantipresiden ; insyaallah ; tgbzainulmajdi2019 tgbpemimpinumat ; tgbforindonesia2019 kamimautgb,1
urusan mantan mah ga bakal abis2 diomongin.. anehnya mantan-mantan gw pas mau nikah pada nlp gw kayak org minta doa restu.. malah yg seminggu mau nikah ngajakin kemping... geblek...',1
"ekonomi; salah satu ilmu sosial mempelajari aktivitas manusia berhubungan produksi, distribusi, konsumsi barang jasa.",0
"@USER @USER ayo bangun daerah papua ,jangan terprovokasi antek asing dg berita video akan menghancurkan menyesatkan'",0
@USER @USER aparat yg keparat',1
sama cultural &amp; critical studies.. alhamdulillah udah lulus ku terlepas penderitaan ð??­,0
"kalau yang bilang rasict karna gak mendukung lgbt ,fuck off lah!!!!!!!'",0
ganyang pki bersama tni ad url,1
apa media antek komunis? waspadapki url,1
"@USER bloon lebih bawah bodoh, bawah bloon goblok'",0
"mungkin tgb bermaksud baik dgn dukung jokowi, tp jgn lupa kasus fiktif tgb dimaki2 bandara singapura wni tionghoa (tokoh fiktif).'",0
"@USER when i sta to wear hijab, baju mmg trs pki long sleeves pnya and klu cri yg tutup bontot. smpi skg terbiasa'",0
"ehh taik, bangsat lo, omongan elo kayak iwan bopeng, yg mo potong leher tni, bangsat lo iwan bopeng, baek2in tni. taik lo,",1
" @USER mantap bravo pasangan ideal cocok tuk 2019. tumbangkn kaum antek"" cina.",1
@USER @USER @USER hebat ya.  jokowi idola mentri termuda malaysia ini.. kampret &amp;onta mlh disini mencibir prestasi presiden.',1
"ilc, @USER ngaku islam, sok debat pak @USER dia paai yg dukung penista agama. nurani dimana ?; 2019gantipresiden; @USER @USER @USER @USER @USER @USER @USER @USER",1
butuh laki setia bukan laki bajingan \xf0\x9f\x91\xbf\xf0\x9f\x91\xbf',0
"@USER taun lalu aku solo trip seoul 9 hari, tau bahasanya, malah ketemu orang2 ngajak ngobrol english seadanya bahkan pake japanese juga. nunjukkin kalo ternyata ada ketearikan sama orang asing. ga ketemu orang j",0
@USER @USER pingin jilat memek',0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER li,0
"morgan mendatangi agama yahudi, kristen, islam, suku maya, hindu, budha, mencari tahu ttg kiamat thestoryofgod",0
@USER brisek lu mkn autis ntr',1
@USER ulama bereaksi @USER &gt; lebih gila menghina islam. cuma senilai dunia agama kalian.,1
"gubernur rasa presiden, terlihat berwibawa berani menatap lawan bicaranya penuh percaya diri beda banget yang ......... ; .",0
lebih baik mukmin adil musyrik kafir zhalim.,1
@USER juga heran dulu keliatan pintar tp sejak jd bani onta keliatan b*go nya',1
"@USER @USER @USER makkah negara merdeka. pemimpin org2 kafir quraisyh. wilayah2 spt tabuk, khaibar, hunain, taif...maka dilakukan penaklukan atasnya...'",0
pilkada tetap sejuk asal elit memancing gaduh.. pak presiden simbol utama negara mampu berperilaku beutur menentramkan..,0
wajar @USER n kivlan zein benci dgn pki. wajar jg pki benci dgn mrk jg simpatisannya. daruratpki url,1
sepupu bos gw punya fb.. namanya sin ting.. orang indonesia kalo baca nama fb nya wa ngakak. akhirnya wa bilang kalo sinting bahasa indonesia ainya crazy. mereka teawa.',0
"member ikon membandingkan b.i seekor binatang, b.i monyet. juga mirip pintar'",0
@USER @USER indonesia mau bangun hambalang diteror..reklamasi cina meikaa lancar aman,1
gk usah ngomong ahok udh imajinasi skrang tinggal tunggu pelantikan gubernur berbaur sara anies sandiaga uno oktober 2017,1
"akhirnya, menganut agama buddha, namun, banyak tahu ajaran agama islam, kristen, hindu, konghucu. like her parents, meyakini semua agama dunia adalah benar, ada yg baik buruk, ada ajaran agama yg",0
 @USER nomor2koruptor negeri korup diasuh cino babi url,1
@USER hahahaha kau bom komen apa weyh?',0
 @USER: pak jokowi semakin ketakutan kalah 2019 projo kumpulan penipu jadi andalan wakwawww,1
" @USER: bumdesmendunia kementerian desa, pdt transmigrasi mendorong percepatan pembangunan desa indonesia. ini juml\xe2\x80\xa6'",0
 @USER: retweet  hijab sangek pengen dientot  (pa 2)  blowjob kontol hijab ngentothijab sepongkontol  sangeberat san\xe2\x80\xa6',0
 @USER: retweet  gadis bandung cantik ngentot sama pacar hotel..  horny memek colmek colokmemek jembut memekbecek n\xe2\x80\xa6',0
"@USER @USER @USER rezim dan mulut kotor junjungan ko, ng umat yg terpecah belah. jgn kan sesama muslim dgn yg non muslim aja akur2 aja koq. biar plhn kt beda pilkada, pergi tps jln bersama. junjungan ko yg bik",0
usir cina dr balaan mangondow...gan**ng,1
"@USER kalau pemahaman ana hina disitu pandangan diri tehadap tuhan besar kepala takabur. sombong.. zat nya air d maksudkan suci.. allah mngangkat drajat manusia mahluk teinggi dibanding malaikat, jin, iblis hewan.'",0
"@USER gua kaga pernah ngomong kasar, paling goblok doang'",0
one more? ; now who is responsible?ð???ð???ð??¥; syed musarraf syed azhar hamdi pratyay rajkumar likhok parmeswar basumatary ; manash das nilanjan deb,0
"@USER @USER @USER @USER @USER mas ngei juga, meredam konflik negara stabil... jangan dikit2 isu, bikin rusak perekonomian.... ekonomi luas jgn dipersempit...",0
budak sekolah agama bukan malaikat. tegur bila buat salah,0
_kepada smua pejabat yg beragama kristen dimanapun berada. jadilah garam terang.jgnkorupsi.',0
success story ganjar pranowo gubernur jateng; ; lupabolehngawurjangan; pilgubjateng2018; kamiganjaryasin; ganjaryasin1; jatenggayeng1xlagi; pdiperjuangan; kandangbant3ng,0
mampus diare',0
"kehabisan dana sampai 14 proyek strategis dibatalkan??? ; ; 14 proyek antaranya kereta api jambi-palembang, pembangunan rel kereta api kaltim, sistem penyediaan air minum sumut, bendungan di sulteng, &amp; kawasan ekonomi khusus merauk",0
 @USER: monyet bloon\xf0\x9f\x98\x82  ahok ga bs tutup krn mmg ga bukti pelanggaran  anies nutup alexis krn mmg izinnya sdh tdk diperpanjang tp t\xe2\x80\xa6',1
 @USER: @USER memang yg bubarkan pki orba... cara orba paling pas. lanjutken!. berantas pki.,1
"@USER loh..... kan digaji anggota dpr.....kok apbn sudah disahkan sendiri , tau......'",0
deklarasi pilkada 2018 aman anti hoax warga pejarakan jabon,0
@USER @USER @USER sitante pamer bokong sama apamnya yg ingin siapa tahu sidoi melirik  mmm lumayan buat iseng2',0
"punya adek kok maling,udah kerja tetap maling,sampe mati tetap maling,anak haram kntl.'",1
"memang msh noob, sedih))'",0
"@USER @USER @USER @USER @USER @USER uang puluhan triliun inalum hasil merger bumn tambang ujung2nya saham bbrp bumn tambang yg dijual asing divestasi free po, ainya yg dilakukan pemerintah",0
@USER asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu',1
"rezim setelah 50 tahun dikuras, papua merasakan hasil tambang freepo. semoga papua tambah maju ekonominya merasakan ia berada di indonesia.'",0
"@USER @USER hahahaha terus ko pikir lo pinter gitu? berak sekebon! ngakak dah, sok iya banget padahal goblok awal. kebanyakan makan taik ahok lu. pake ngeles sana sini dasar cebong kapir intoleran sara munafik goblok hahahaha'",1
@USER @USER @USER coba tunjukan pakai diagram walrasian; sdh terjadi overheating ekonomi?,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER aneh ko dungu dipelihara',1
@USER @USER bapak kok gembel bengad yaa',0
"bangga sama gubernur indonesia, ngomongnya no teks.",0
@USER @USER gw yg suruh lu tinggal dihutan..laksanakan jaga dirimu teawaan monyet hutan',0
pingin ngobelin memek kamu aku jilatin klitnya hhhmmm',0
"presiden mukenya doang sok merakyat, sok asik naik motor batangan.. kebijakannya mah nyekek rakyat miskin kaum buruh. 2019gantipresiden semangaattt...!!!",1
"bahaya, pagi2 udah mules, semoga cuma mau eek, bukan haid'",0
@USER @USER @USER anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.,1
dukung pak de... ahok dukung kan!! rakyat semakin faham...cerdas..mana pembual mana pemimpin url,1
 @USER nih yg mau d panggil yg terhormat / yg mulia..kerjanya bikin ngaco negara ayo rame2 golput dpr bubarkan dpr?,1
@USER sejak jokowi presiden indonesia makin mundur,1
cakep monyet nya url,0
mata hatinya kelilipan sama haa. makanya buta cinta.',0
monyet turun pemukiman warga cibadak sukabumi-url,0
"goblog sekali, udah lah males liat reponya kalo begini. doa aja taun depan juara lagi'",0
 @USER: @USER knp gak selamat natal aja sekalian ? \xf0\x9f\xa4\x97 hehe...dasar si mimin bolot ! \xf0\x9f\x98\x9d',1
"aku bisa ngebayangin gimana perasaan mbaknya yg udah baik-baik memberitau kalo beliau ""disabilitas"" kok malah dibales. ""mati aja lu"". bajingan\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",1
"orang indonesia bicara sesama orang indonesia, berbahasa arab bung tifatul?",1
@USER @USER bagus mana kilafah apa komunis',0
@USER @USER maaf salah pak. kroasia mayoritas katolik.',0
antek asing.  antek mamarika. presiden planga plongo. rakyat bego. \xf0\x9f\x98\x84 upone',1
"kemarin berkesempatan memberikan kuliah umum universitas hassan ii casablanca maroko, salah satu universitas terbesar maroko lebih 24.000 mahasiswa. terima kasih atas sambutan hangat rasa antusiasnya.;",0
"@USER kamu kok pinter sih?\xf0\x9f\x98\x80\xf0\x9f\x91\x8d  punya empati korban bom, sepeinya bukan tapi bodoh &amp; tercemar.'",1
"al-quran sunah merintahkan perangi kafir, berakibat memecah belah bangsa",1
"semakin byk kpk menangkap ""ott"" menjukkan kpk gagal. bubarkan serahkan kepolisian kejaksaan @USER",1
"@USER @USER juga hadits yg terangkai dg pecahnya 71 cabang yahudi, 72 nasrani kan?'",0
"@USER hina kyai nu, bilang sejalan dgn nu hina ahok, ajak gabung ahok  antum gak mabok kencing onta akhi?'",1
@USER @USER itu pki',0
@USER gitu gituan apaan anjir',0
"@USER @USER @USER @USER @USER wkwkwk.. si mantan ustad, ilc keliat goblok ga sadar didumay..,sakit perut gw liat nya'",1
bodo mentab gua gak terselamatkan',0
rocky gerung: kitab suci fiksi,0
"cinta memang buta, jangan ia memilih salah.'",0
"@USER pak @USER harap kemagama mau menggelar diskusi terbuka & beradab, sy siap memberi penjelasan",0
"@USER @USER ""ragweda salah satu catur weda termasuk sastra hindu juga kitab weda. ragweda kitab sruti ( kumpulan besar sastra keagamaan hindu) paling utama.   v.75.3 merujuk bagia",0
masa bodoh. tepatin janji urusan belakangan. yg terpenting jd presiden dulu..,0
kpk gelar program pilkadaâ berintegritas,0
 @USER: semua memang salah jokowi.. url,1
apa dampak lengsernya rezim restar ekonomi banyak bangkrut kalangan mereka. ekonomi akan di rubah menjadi system ekonomi syariah kemungkinan 1 tahun lengser ekonomi...,0
"kebon sayur deli serdang &amp; kebun buah binjai ... kebun sayur football stadium ... sd katolik karya yosef ... evi layanto is ronaldo pardede's wife, su pin is ronaldo pardede's wife, the lie tju is ronaldo pardede's wife.""",0
"gerakan hari sekadar mengingatkan, pernah menentang sistem otoriter.. jgn sampe gak bsa mengkritik bru menyesal.. @USER otoriter",1
apa hasilnya sby berkuasa selama 10 tahun? proyek mangkrak korupsi besar-besaran. url,1
kalau benar terjadi... manusia perlu waspada!,0
geblek lu udah jam segini diajak bercanda juga gue mau kerja mikirin detailnya.',1
"yg salah mengira cuma isi ajaran agamanya aja yg tokcer, yg evil. contoh simpel: ulama kotbah soal kemashlahatan bersama sebenarnya kotbah generik. mau agamanya apa umumnya setuju soal kepentingan bersama. bahkan yg ateis kaya gu",0
"pak jokowi. tegas = diktator ramah = antek cina. blg lindungi nkri. hti dibubarin protes. blg bantu rohingya, dibantu eh dikata pencitraan",1
"4. presiden @USER, menjelang penyelenggaraan sudah semakin dekat ini, publikasi luas merupakan yang penting baik media nasional maupun internasional jokowipacupromosiasiangames yukpromosikanasiangames18",0
"@USER @USER sama gincu aja ga berani, dasar banci'",1
@USER bawa2 gugel ah tai del',0
@USER nyanyi bareng yuk....,0
@USER @USER semua instansi internasional bagi cebong kaum radikal. \xf0\x9f\x98\x80',1
"biarlah rama berkata biarlah shinta berucap aku teunduk malu aku meratap sedih  biarlah rama,,shinta bercerita asmara aku terdiam bisu mendengar,,melihat kisah percintaan  aku hanyalah wayang yg senantias",0
"@USER sholat hijab wajib hukumnya. berai masih baik. jadi lesbi ada alasan nya. deketin dia, ajak cerita apa terjadi sm dia, dukung dia, perlahan-lahan pasti mau berubah ninggalin semua'",0
foto menampar !!!!; ; awalnya hanya sekilas melihat foto banyak dishare dimana habib luthfi bin yahya sedang menangis memeluk seorang ulama konferensi internasional bela...,0
"kata @USER ngaruh. nggak lolos pt baru nyesal, jadi paai semangka ?; inibaruwow; 2019gantipresiden",1
ketua dpr: budaya tak identik peunjukanâ seni,0
banyak banget lelaki brengsek dunia  mudah2an kamu gak termasuk url,0
kuat brp ronde hihi ngentot sange',0
"@USER jangan hoax, kata lbp mau rupiah selemah apapun gak jadi masalah, gak pengaruh apa-apa ekonomi sampe bikin rugi bumn, pokoknya selama jokowi presiden mau rupiahnya melemah menjadi 20rb indonesia aman-aman aja \",0
lengserkan pengkhianat yg menusuk dr belakang sea antek-anteknya ma,1
"orang kristen, iman - kasih - pengharapan merupakan dasar kehidupan kita.'",0
"kerjasama yg baik pemerintah pusat, pemerintah daerah swasta mewujudkan bandara yg megah",0
kisah nyata malin kundang : 100% daftar nama mengucapkan kalimat (jangan ngewe wanita) tuh :; 1. kementerian agama; 2. ciputat; 3. ciputat raya; 4. bendi negara; 5. bendi kepolisian; 6. bendi tahanan; 7. skck; 8. sabang ma,1
bekerja lah tuk duniamu seakan engkau hidup selamanya beramal lah tuk akhiratmu seakan esok hari engkau tlah tiada,0
"pribumi, kristen mendukung ahok. saya paling anti manusia2 bodoh goblok sepei steven hadisurya sulistyo.",1
"asisten gubernur kepala depaemen kebijakan ekonomi moneter bi dody budi waluyo mengatakan,",0
minoritas muslim rohingya sekian lama dizholimi,1
"barangkali sepei sudut pandangnya. memudahkan perawatan.; sebagai cagar budaya. apa gunanya rg masyarakat adatnya. dihibahkan pemda. masyarakat adat kehilangan kepemilikan atas salah satu dasar bakaum banagari. """,0
 @USER: ahoax penista agama mengolok olok surat al-maidah 51. cc @USER,1
